Luther Strange
Antti Lindtman
Eero Heinäluoma
Arhinmäki Paavo
Hassi Satu
Jaana Pelkonen
Niinistö Ville
Biaudet Eva
Huhtasaari Laura
Kiuru Krista
Elovaara Tiina
Feldt-Ranta Maarit
Kristiina Salonen
Kari Mika
Guzenina Maria
Huovinen Susanna
Tuppurainen Tytti
Haatainen Tuula
Orpo Petteri
Myller Riitta
Päivi Räsänen
Harri Jaskari
Alanko-Kahiluoto Outi
Emma Kari
Pekka Puska
Nasima Razmyar
Rydman Wille
Pertti Salolainen
Sampo Terho
Pilvi Torsti
Antero Vartia
Juhana Vartiainen
Ozan Yanar
Adlercreutz Anders
Anne Berner
Elo Simon
Carl Haglund
Harakka Timo
Harkimo Harry
Johanna Karimäki
Antero Laukkanen
Lauslahti Sanna
Elina Lepomäki
Leena Meri
Kai Mykkänen
Mika Niikko
Antti Rinne
Ruoho Veera
Joona Räsänen
Jani Toivola
Kari Uotila
Matti Vanhanen
Eerikki Viljanen
Ala-Nissilä Olavi
Andersson Li
Eeva-Johanna Eloranta
Ilkka Kanerva
Ilkka Kantola
Esko Kiviranta
Annika Saarikko
Saara-Sofia Sirén
Tavio Ville
Stefan Wallin
Ari Jalonen
Jaana Laitinen-Pesola
Jari Myllykoski
Anttila Sirkka-Liisa
Jokinen Kalle
Lehto Rami
Anne Louhelainen
Juha Rehula
Skinnari Ville
Martti Talja
Alatalo Mikko
Hakanen Pertti
Kiuru Pauli
Anna Kontula
Marin Sanna
Ilmari Nurminen
Olli-Poika Parviainen
Arto Pirttilahti
Sami Savio
Sari Tanus
Antti Häkkänen
Heli Järvinen
Jukka Kopra
Hanna Kosonen
Kymäläinen Suna
Jari Leppä
Jari Lindström
Jani Mäkelä
Markku Pakkanen
Satu Taavitsainen
Kimmo Tiilikainen
Ari Torniainen
Kaj Turunen
Hannakaisa Heikkinen
Elsi Katainen
Kari Kulmala
Kääriäinen Seppo
Krista Mikkonen
Merja Mäkisalo-Ropponen
Raassina Sari
Markku Rossi
Anu Vehviläinen
Koski Susanna
Antti Kurvinen
Lintilä Mika
Mats Nylund
Puumala Tuomo
Mikko Savola
Joakim Strand
Maria Tolppanen
Peter Östman
Aalto Touko
Honkonen Petri
Ihalainen Lauri
Anne Kalmari
Aila Paloniemi
Mauri Pekkarinen
Halmeenpää Hanna
Hänninen Katja
Immonen Olli
Jarva Marisanna
Keränen Niilo
Korhonen Timo V.
Mattila Pirkko
Parviainen Ulla
Juha Pylväs
Hanna Sarkkinen
Juha Sipilä
Eero Suutari
Mari-Leena Talvitie
Tapani Tölli
Mirja Vehkaperä
Ville Vähämäki
Katri Kulmuni
Kärnä Mikko
Lohi Markus
Eeva-Maria Maijala
Markus Mustajärvi
Johanna Ojala-Niemelä
Matti Torvinen
Löfström Mats
Niinistö Sauli
Angela Vallina
Adina-Ioana Vălean
Agnieszka Kozlowska-Rajewicz
Alessia Maria Mosca
Alexander Graf Lambsdorff
Alyn Smith
Amjad Bashir
Ana Gomes
Anders Primdahl Vistisen
Anna Bildt Corazza Maria
Annie Schreijer-Pierik
Anthea Mcintyre
Arne Gericke
Arne Lietz
Axel Voss
Basterrechea Beatriz Becerra
Benedek Javor
Biljana Borzan
Birgit Sippel
Andrzej Bogdan Zdrojewski
Brian Hayes
Cecile Kashetu Kyenge
Cecilia Wikstrom
Aguilera Clara Eugenia Garcia
Clare Moody
Claude Moraes
Cristian Dan Preda
Adam Czeslaw Siekierski
Daciana Octavia Sarbu
Glenis Willmott
Caspary Daniel
Danuta Hübner Maria
Bannerman Campbell David
Casa David
Coburn David
David Martin
David Mcallister
Derek Vaughan
Dimitrios Papadimoulis
Eider Gardiazabal Rubial
Elissavet Vozemberg-Vrionidi
Enrico Gasbarra
Calvet Chambon Enrique
Esteban Gonzalez Pons
Estefania Martinez Torres
Eva Maydell
Fabio Masi Valeriano
Castaldo Fabio Massimo
Federley Fredrick
Gabriel Mato
Gabriele Zimmer
Georgios Kyrtsos
Gerben-Jan Gerbrandy
Gesine Meissner
Bettini Goffredo Maria
Hans-Olaf Henkel
Helga Trupel
Herbert Reul
Hudghton Ian
Grassle Ingeborg
Fernandez Inmaculada Rodriguez-Pinero
Garcia Iratxe Perez
Ivan Stefanec
Barandica Bilbao Izaskun
Jerome Lavrilleux
Carver James
James Nicholson
Jaromir Stetina
Couso Javier Permuy
Jean Lambert
Evans Jill
Jill Seymour
Baalen Cornelis Johannes Van
Arnott Jonathan
Blanco Jose Lopez
Fernandes Jose Manuel
Josep-Maria Terricabras
Abaunz Josu Juaristi
Aguilar Fernando Juan López
Julia Reid
Julie Ward
Kaja Kallas
Kay Swinburne
Keith Taylor
Buchner Klaus
Lambert Nistelrooij Van
Christoforou Lefteris
Liadh Ni Riada
De Geringer Joanna Lidia Oedenberg
Linda Mcavan
Caldentey Lola Sanchez
Boylan Lynn
Maite Pagazaurtundua Ruiz
Barbat Gimenez Maria Teresa
Arena Maria
Lidia Maria Rodriguez Senra
Marian-Jean Marinescu
Arnautu Marie-Christine
Marlene Mizzi
Anderson Martina
Carthy Matt
Cramer Michael
Dalli Miriam
Miroslav Poche
Momchil Nekov
Benova Flasikova Monika
Helveg Morten Petersen
Gill Neena
Childers Nessa
Deva Nirj
Bermejo Lopez Paloma
Brannen Paul
Liese Peter
Austrevicius Petras
Ayuso Pilar
Grafin Hohenstein Roza Thun Und Von
Dati Rachida
Atondo Jauregui Ramon
Balcells I Ramon Tremosa
Renate Weber
Ashworth Richard
Metsola Roberta
Romana Tomc
Karim Sajjad
Domenico Pogliese Salvatore
Ayxela Fisas Santiago
Kelly Sean
Dance Seb
Cofferati Gaetano Sergio
Gutiérrez Prieto Sergio
Mureşan Siegfried
Cabezon Ruiz Soledad
Moisa Sorin
Eck Stefan
Steven Woolfe
Kaufmann Sylvia-Yvonne
Deutsch Tamas
Dumitru Stolojan Theodor
Griffin Theresa
Szanyi Tibor
Aker Tim
Piotr Poreba Tomasz
Kuhn Werner
Camp De Van Wim
Benito Xabier Ziluaga
Krasnodebski Zdzislaw
Flanagan Luke Ming
Franck Proust
Gyorgy Schopflin
Maria Spyraki
Matthijs Miltenburg Van
Barbara Kappel
Csaba Sogor
Doru-Claudian Frunzulica
Elzbieta Katarzyna Lukacijewska
Evelyne Gebhardt
Godelieve Quisthoudt-Rowohl
Gyorgy Holvenyi
Iskra Mihaylova
Jana Zitnanska
Ferreira Joao
Kosma Zlotowski
Andrikiene Laima Liucija
Dos Manuel Santos
Bizzotto Mara
Miguel Viegas
Mihai Turcanu
Hookem Mike
Melo Nuno
Ricardo Santos Serrao
Iwaszkiewicz Jaroslaw Robert
Albert Dess
Alex Mayer
Alojz Peterle
Andor Deli
Andrejs Mamikins
Angel Dzhambazki
Angelo Ciocca
Antonio E Marinho Pinto
Antonio López-Istúriz White
Arndt Kohn
Barbara Matera
Beata Gosiewska
Branislav Skripek
Catalin Ivan Sorin
Bonnefoy Christine D'Allonnes Revault
Aguiar Cláudia De Monteiro
Claudia Tapardel
Ciprian Claudiu Tanasescu
Cora Nieuwenhuizen Van
Czeslaw Hoc
Diane Dodds
Charanzová Dita
Dubravka Suica
Eleftherios Synadinos
Eleni Theocharous
Elisabeth Morin-Chartier
Evzen Tosenovsky
Fernando Ruas
Florent Marcellesi
Epitideios Georgios
Giorgos Grammatikakis
Helmut Scholz
Bayet Hugues
Iuliu Winkler
Ivana Maletic
Jakob Von Weizsacker
Collins Jane
Joao Lopes Pimenta
Bergeron Joelle
John Procter
Jordi Sole
Faria Inacio Jose
Halla-Aho Jussi
Graswander-Hainz Karoline
Kazimierz Michal Ujazdowski
Kostadinka Kuneva
Chrysogonos Kostas
Hetman Krzysztof
Fountoulis Lampros
Agea Laura
Laurentiu Rebega
Liliana Rodrigues
Louis Michel
Ludek Niedermayer
Delvaux Mady
Kefalogiannis Manolis
Marek Plura
Margot Parker
Joao Maria Rodrigues
Boutonnet Marie-Christine
Marie-Christine Vergiat
Lauristin Marju
Dlabajová Martina
Massimiliano Salini
Marusik Michal
Michaela Sojdrova
Kyrkos Miltiadis
D'Ornano Mireille
Cato Molly Scott
Lokkegaard Morten
Barekov Nikolay
Marias Notis
Csaky Pal
Arimont Pascal
Kouroumbashev Peter
Castillo Del Pilar Vera
Pirkko Ruohonen-Lerner
Luis Ramon Siso Valcarcel
Manescu Nicole Ramona
D’Amato Rosa
Ribeiro Sofia
Sakorafa Sofia
'T In Sophia Veld
Hristov Malinov Svetoslav
Meszerics Tamas
Mann Thomas
Tiemo Wolken
Mazuronis Valentinas
Bostinaru Victor
Toom Yana
Kósa Ádám
Adam Szejnfeld
Agnes Jongerius
Alain Cadec
Alain Lamassoure
Alberto Cirio
Aldo Patriciello
Alessandra Mussolini
Alfred Sant
Andi Cristea
Andrea Cozzolino
Andreas Schwab
Andrey Kovatchev
Andrey Novakov
Andrzej Grzyb
Angelique Delahaye
Angelika Mlinar
Angelika Niebler
Anja Hazekamp
Anna Hedh
Anne Sander
Anne-Marie Mineur
Anneleen Bossuyt Van
Anneli Jaatteenmaki
Antanas Guoga
Antonio Tajani
Arnaud Danjean
Ashley Fox
Aymeric Chauprade
Barbara Kudrycka
Barbara Lochbihler
Bart Staes
Bas Belder
Bas Eickhout
Beatrix Storch Von
Bendt Bendtsen
Bernard Monot
Bernd Kolmel
Bernd Lange
Bernd Lucke
Bill Etheridge
Bodil Valero
Bogusław Liberadzki
Boris Zala
Benifei Brando
Brice Hortefeux
Bruno Gollnisch
Balz Burkhard
Carlos Coelho
Carlos Iturgaiz
Carlos Zorrinho
Carolina Punset
Caterina Chinnici
Bearder Catherine
Catherine Stihler
Charles Goerens
Charles Tannock
Christel Schaldemose
Christofer Fjellner
Claude Rolin
Claude Turmes
Claudia Schmidt
Constanze Krehl
Cornelia Ernst
Curzio Maltese
Damiano Zoffoli
Buda Daniel
Dalton Daniel
Daniel Hannan
Aiuto Daniela
Daniele Viotti
Danuta Jazlowiecka
Dario Tamburrano
Dariusz Rosati
Borrelli David
Davor Skrlec
Clune Deirdre
Demetris Papadakis
De Dennis Jong
Diane James
Bilde Dominique
Dominique Martin
Dominique Riquet
Edouard Ferrand
Edouard Martin
Eduard Kukan
Elena Gentile
Elena Valenciano
Eleonora Evi
Eleonora Forenza
Elisabeth Kostinger
Elisabetta Gardini
Elly Schlein
Brok Elmar
Emil Radev
Emilian Pavel
Emma Mcclarkin
Emmanuel Maurel
Andrieu Eric
Ernest Urtasun
De Esther Lange
Eugen Freund
Eva Joly
Eva Kaili
Evelyn Regner
Flavio Zanonato
Florian Philippot
Frederique Ries
Francoise Grossetete
Bogovič Franc
Bogovic Franc
Francesc Gambus
Franz Obermayr
Fulvio Martusciello
Deprez Gerard
Georg Mayer
Batten Gerard
Annemans Gerolf
Gianni Pittella
Gilles Lebreton
Gilles Pargneaux
Giovanni La Via
Giulia Moi
Balas Guillaume
Gunnar Hokmark
Guy Verhofstadt
Hannu Takkula
Harald Vilimsky
Hautala Heidi
Helga Stevens
Henna Virkkunen
Dorfmann Herbert
Hilde Vautmans
Corrao Ignazio
Igor Soltes
Ilhan Kyuchyuk
Ayala Ines Sender
Indrek Tarand
Inese Vaidere
Adinolfi Isabella
De Isabella Monte
Isabelle Thomas
Ertug Ismail
Istvan Ujhelyi
Ivan Jakovcic
Belet Ivo
Dohrmann Jorn
Jozsef Nagy
Jacek Saryusz-Wolski
Foster Jacqueline
Jadwiga Wisniewska
Dalunde Jakop
Huitema Jan
Jan Olbrycht
Albrecht Jan Philipp
Jan Zahradil
Atkinson Janice
Janusz Korwin-Mikke
Janusz Lewandowski
Jaromir Kohlicek
Jaroslaw Walesa
Jasenko Selimovic
Javi López
Arthuis Jean
Jalkh Jean-Francois
Cavada Jean-Marie
Jean-Marie Le Pen
Denanot Jean-Paul
Geier Jens
Jens Nilsson
Jens Rohde
Jeppe Kofod
Jeroen Lenaers
Buzek Jerzy
Jiri Pospisil
Jo Leinen
Joelle Melin
Joachim Starbatty
Fernandez Jonas
Bove Jose
Josef Weidenholzer
Jozo Rados
Jude Kirton-Darling
Judith Sargentini
Julia Reda
Girling Julie
Jutta Steinruck
Guteland Jytte
Delli Karima
Kateřina Konečná
Brempt Kathleen Van
Kati Piri
Kerstin Westphal
Fleckenstein Knut
Karins Krisjanis
Comi Lara
Ferrara Laura
Lieve Wierinck
Jaakonsaari Liisa
Engstrom Linnea
Cesa Lorenzo
Anderson Lucy
Luigi Morgano
Mairead Mcguinness
Bjork Malin
Manfred Weber
Joulaud Marc
Marc Tarabella
De Graaff Marcel
Affronte Marco
Marco Valli
Marco Zanni
Marco Zullo
Marcus Pretzell
Jurek Marek
Auken Margrete
Grapini Maria
Heubuch Maria
Harkin Marian
Marietje Schaake
Marijana Petir
Albiol Guzman Marina
Marisa Matias
Marita Ulvskog
Gabriel Mariya
Demesmaeker Mark
Ferber Markus
Markus Pieper
Hausling Martin
Martin Sonneborn
Martina Michels
Martina Werner
Honeyball Mary
Massimo Paolucci
Matteo Salvini
Maurice Ponga
Andersson Max
Bresso Mercedes
Kyllonen Merja
Alliot-Marie Michele
Michele Rivasi
Boni Michal
Michael Theurer
Dantin Michel
Mba Michel Reimon
Giuffrida Michela
Crespo Miguel Urban
Milan Zver
Diaconu Mircea
Mikolasik Miroslav
Macovei Monica
Hohlmeier Monika
Monika Smolkova
Monika Vana
Messerschmidt Morten
Mylene Troszczynski
Morano Nadine
Griesbeck Nathalie
Gill Nathan
Neoklis Sylikiotis
Caputo Nicola
Danti Nicola
Bay Nicolas
Farage Nigel
Androulakis Nikos
Nils Torvalds
Olaf Stuger
Christensen Ole
Olga Sehnalova
Ludvigsson Olle
Karas Othmar
Niedermuller Peter
Paavo Vayrynen
Castro De Paolo
Durand Pascal
Patricija Sulin
Hyaric Le Patrick
O’Flynn Patrick
Patrizia Toia
Nuttall Paul
Paul Tang
Pavel Poc
Pavel Svoboda
Pavel Telicka
Beres Pervenche
Jahr Peter
Peter Simon
Dalen Peter Van
Jezek Petr
Mach Petr
Petri Sarvamaa
Juvin Philippe
Lamberts Philippe
Loiseau Philippe
Antonio Panzeri Pier
Pedicini Piernicola
Picierno Pina
Fitto Raffaele
Harms Rebecca
Butikofer Reinhard
Remo Sernagiotto
Briano Renata
Renato Soru
Muselier Renaud
Corbett Richard
Richard Sulik
Kari Rina Ronja
Gualtieri Roberto
Roberts Zīle
Helmer Roger
Ruza Tomasic
Czarnecki Ryszard
Sabine Verheyen
Cicu Salvatore
Loones Sander
Kalniete Sandra
Sergei Stanishev
Simon Sion
Costa Silvia
Bonafe Simona
Pietikäinen Sirpa
Keller Ska
Montel Sophie
Post Soraya
Polcak Stanislav
Briois Steeve
Maullu Stefano
Kouloglou Stelios
Giegold Sven
Schulze Sven
Kamall Syed
Goddyn Sylvie
Guillaume Sylvie
Hadjigeorgiou Takis
Gonzalez Penas Tania
Fajon Tanja
Tatjana Ždanoka
Reintke Terry
Handel Thomas
Beghin Tiziana
Saifi Tokia
Tom Vandenkendelaere
Tomas Zdechovsky
Picula Tonino
Traian Ungureanu
Bullmann Udo
Udo Voigt
Lunacek Ulrike
Muller Ulrike
Rodust Ulrike
Trebesius Ulrike
Paet Urmas
Negrescu Victor
Peillon Vincent
Roziere Virginie
Langen Werner
Jadot Yannick
Omarjee Younous
Kuźmiuk Zbigniew
Andrés Irene Rivera
Raimundo Viejo Viñas
González María Veracruz
Álvarez Álvarez Ángeles
José Luis Meco Ábalos
Adriana Fernández Lastra
Alberto Espinosa Garzón
Antonio González Terol
Aina Sáez Vidal
Melero Sánchez Tania
Aitor Bravo Esteban
Alberto Rodríguez Rodríguez
Albert Díaz Rivera
Alberto Celia Pérez
Alconchel Gonzaga Miriam
Adán Alfonso Candón
Alicia Pérez Sánchez-Camacho
Alberto Montero Soler
Ana Botella Gómez María
Ana Belén Blanco Vázquez
Ana Díaz Madrazo María
Ana Marcello Santos
Ana María Spadea Surra
Ana Belén Berbel Terrón
Ana Expósito María Zurita
González Luis Muñoz Ángel
Antonio Hurtado Zurera
Antonio Lombán María Ramón Trevín
Antoni Postius Terrado
Calvache Reynés Águeda
Auxiliadora Chulián Honorato María
Avelino Barrionuevo De Gener
Belén Hoyo Juliá
Arriba Bienvenido De Sánchez
Baena Bravo Juan
Capdevila Esteve I Joan
Campuzano Canadés Carles I
Carlos García Rojas
Carmen Pérez Valido
Carmen Cuello Pérez Rocío
Carolina España Reina
Ascensión Carreño Fernández María
Fresquet Marta Sorlí
Armendáriz Carlos Casimiro Salvador
Arce Celso Delgado Luis
César Luena López
Barber Chiquillo José María
Cruz De La Marta María Rivera
José Manuel Pérez Villegas
Carmen Lacoba Navarro
Cristóbal Montoro Ricardo Romero
Carmelo Hernández Romero
Fernando Fernández-Rodríguez Navarro
Cañamero Diego Valle
Clemente Diego Giménez
Diego Lombilla Movellán
Dolors Montserrat Montserrat
David Pariente Serrada
Eduardo Fernández García
Eduardo Javier Maura Zorita
De Elena Encarnación Faba La
Eloy Lamata Suárez
Elvira Ramón Utrabo
Begoña Moreno Tundidor Victoria
Del Emilio Río Sanz
Eduardo Itoiz Santos
Capella Ester Farré I
Camarero Esther Peña
Eva García Sempere
Antonio García Mira Ricardo
Alférez Felipe Jesús Sicilia
Félix Palleiro Álvarez
Alonso Cantorné Félix
Barandiarán Fernando Maura
Arisqueta Francisco Igea
De Díaz Francisco La Torre
Gabriel Romero Rufián
Carlos Girauta Juan Vidal
Elizo Gloria María Serrano
Anaya Guillermo Mariscal
Gonzalo Guarné Palacín
Cámara Gregorio Villar
Antonio Couselo Guillermo Meijón
Bento Carmen Del Hernández María
Alberto Bono Herrero José
Errejón Galván Íñigo
Candela Ignasi Serna
Alli Jesús Martínez Íñigo
García Isabel Rodríguez
Ignacio Sancho Urquizu
Javier Serna Sánchez
Alonso José Zaragoza
Antonio Delgado Juan Ramos
De Eduardo Jaime Olano Vela
Andrés José Mora Torres
Jaume Matas Moya
Antón Cacho Javier
Aranzábal Javier Maroto
Carracedo David José Verde
Díaz Fernández Jesús María
Ayllón José Luis Manso
Arca Joan Mena
Coma I Joan Tardà
Albaladejo Joaquín Martínez
Jordi Mas Roca
Costa I Jordi Xuclà
Díaz Fernández Jorge
Bail Jorge Luis
González José Luis Martínez
Camacho José Miguel Sánchez
García Hernández José Ramón
Juan Pedro Suárez Yllanes
Carbonell I Joan Ruiz
Duch I Jordi Salvador
Jesús Postigo Quintana
Jiménez Juan Tortosa
Gordo Juan Luis Pérez
Del Ibáñez Juan Manuel Olmo
Aras Juan Pérez Vicente
Julián López Milla
Antonio De Garmendia Juan López Uralde
Bosó José Marí Vicente
Iribarren Javier José Lasarte
Buldó Ciuró I Lourdes
Carlos García Luis Sahuquillo
Antonio Gutiérrez Limones
Dolores Marcos María Moyano
Cascales Loreto Martínez
García Luis Miguel Salvador
Luz Martínez María Seijo
Aurora Flórez María Rodríguez
Bustamante Martín Miguel Ángel
Díaz Heredia Miguel Ángel
Balmaseda Cotelo Mar
Balsera Gómez Marcial
Estañol Lamuà Marc
María Tejada Torres
Eugenia María Rodríguez Romero
Camps Marta Sibina
Llaguno Marta Martín
Fernando Martínez-Maíllo Toribio
Mayoral Perales Rafael
Cospedal De Dolores García María
Conillas I María Mercè Perea
Gutiérrez Miguel Vivas Ángel
Garzón Micaela Navarro
Diéguez Miguel Viso Ángel
Garaulet Miguel Rodríguez Ángel
Gómez Miguel Vila
Legarda Mikel Uriarte
Jesús Jiménez María Serrano
Almaraz Jesús María Moro
Expósito Marcelo Prieto
Hernández Melisa Rodríguez
Julià Julià María Sandra
Amor Ignacio José Sánchez
Alba Goveli Miriam Nayua
Galeano Gracia Óscar
Clavell López Óscar
Gamazo Micó Óscar
Iglesias Pablo Turrión
Blanco Casado Pablo
Martínez Rodríguez Ángela
Pascual Peña Sergio
Patricia Reyes Rivera
Amador Bustinduy Pablo
Acedo Pedro Penco
Iturbe Pedro Quevedo
García Pedro Saura
Joan Pere Pons Sampietro
Cancela Pilar Rodríguez
Antonio Pradas Torres
Antonio Fraile Hernando Rafael
Catalá Polo Rafael
López Merino Rafael
Artemi Lombarte Rallo
Alonso Hernández Raquel
Cortés Lastra Ricardo
Blanco Ricardo Tarno
García Gómez Rodrigo
Noguera Pilar Rojo
Del Mar María Rominguera Salazar
Martínez María Rodríguez Rosa
María Romero Rosa Sánchez
Iglesias Ricardo Sixto
García Javier Ruano
Areste Isabel María Salud
Freire Ramírez Saúl
Campo Del Estaún Sergio
García González Segundo
I Miquel Sergi Valentí
Heredia Martín Silvia
Castañón Fernández Sofía
Farré Fidalgo Sònia
Ferrer Sonia Tesoro
Antón De María Santamaría Soraya Sáenz
María Ramos Rodríguez Soraya
Jordán Sumelzo Susana
Ares López Susana
Ochaíta Silvia Valmaña
María Raya Rodríguez Tamara
Martínez Saiz Teófila
I Jordà Roura Teresa
Palmer Teresa Tous
Díaz Fole Javier Tomás
Antonio Cantó Del García Moral
Antonio Monés Roldán
García Guijarro Txema
Gardeñes Josep Vendrell
Noelia Ruíz-Herrera Vera
Oliver Ten Vicente
Domènech Francesc Sampere Xavier
Ciuró Eritja Francesc Xavier
Díaz Pérez Yolanda
Cantera Castro De Zaida
Ignacio Juan Zoido Álvarez
Brey Mariano Rajoy
Egea García Teodoro
Rafael Simancas Simancas
Lars Løkke Rasmussen
Pind Søren
Morten Østergaard
Auken Ida
Pernille Skipper
Jensen Kristian
Anders Samuelsen
Dyhr Olsen Pia
Heunicke Magnus
Lykketoft Mogens
Dan Jørgensen
Ammitzbøll-Bille Emil Simon
Pape Poulsen Søren
Ellen Nørby Trane
Lidegaard Martin
Pernille Rosenkrantz-Theil
Stampe Zenia
Mattias Tesfaye
Løhde Sophie
Brix Stine
Benny Engelbrecht
Astrid Krag
Karsten Lauritzen
Antorini Christine
Lotte Rod
Jensen Mogens
Bødskov Morten
Gjerskov Mette
Jesper Petersen
Brian Mikkelsen
B. Joachim Olsen
Engel-Schmidt Jakob
Bramsen Trine
Dragsted Pelle
Mai Mercado
Nikolaj Villumsen
Espersen Søren
Birk Ole Olesen
Prehn Rasmus
Merete Riisager
Bech Lisbeth Poulsen
Jarlov Rasmus
E. Jan Jørgensen
Horn Langhoff Rasmus
Maja Panduro
Jens Joel
Jelved Marianne
Khader Naser
Peter Skaarup
Bertel Haarder
Akdogan Yildiz
Blixt Liselott
Nordqvist Rasmus
Abildgaard Mette
Andreas Steenberg
Mette Reissmann
Hønge Karsten
Fock Josephine
Gade René
Jacob Jensen
Finn Sørensen
Christian Lars Lilleholt
Christian Poll
Lund Poulsen Troels
Jensen Thomas
Gjerding Maria Reumert
Holger K. Nielsen
Andersen Hans
Carl Holst
Ellemann Karen
Jacob Mark
Kollerup Simon
Eva Hansen Kjer
Laura Lindahl
Nicolai Wammen
Bock Mette
Carolina Magdalene Maier
Heitmann Jane
Dahl Henrik
Kofod Peter Poulsen
Dennis Flydtkjær
Danielsen Thomas
Kristian Lorentzen Pihl
Christian Juhl
Gejl Torsten
Jensen Lahn Leif
Christina Egelund
Marinus Morten
Krarup Marie
Anni Matthiesen
Lea Wermelin
Berth Kenneth Kristensen
Torp Trine
Eva Flyvholm
Hans Kristian Skibby
Julie Skovsby
Dybvad Kaare
Adsbøl Karina
Jakob Sølvhøj
Harpsøe Marlene
Gaardsted Karin
Christian Madsen Rabjerg
Adelsteen Pia
Christensen Villum
Matthisen Roger
Juel-Jensen Peter
Lund Rune
Bager Britt
Annette Lind
Kattrup May-Britt
Bech Lise
Bendixen Pernille
Ravn Troels
Hav Orla
Claus Hansen Kvist
Bonnesen Erling
Dencker Hjermind Mette
Dahl Henrik Jens Thulesen
Aaja Chemnitz Larsen
Eilersen Susanne
Jakobsen Jeppe
Bork Tilde
Brigitte Jerkel Klintskov
Christensen Erik
Aleqa Hammond
Pernille Schnoor
Leif Mikkelsen
Daniel Jakobsen Toft
Egge Rasmussen Søren
Christiansen Kim
Anders Johansson
J. Karen Klint
Jan Johansen
Dencker Mikkel
Dea Larsen Merete
Due Karina
Aslan Lars Rasmussen
Dorthe Ullemose
Sjúrður Skaale
Arge Magni
Bjarne Laustsen
Andersen Kirsten Normann
Bach Carsten
Brosbøl Kirsten
Dahl Kristian Thulesen
Elbæk Uffe
Elholm Louise Schack
Ellemann-Jensen Jakob
Frederiksen Mette
Gade Søren
Ane Halsboe-Jørgensen
Aastrup Jensen Michael
Henrik Larsen Sass
Larsen Malte
Flemming Mortensen Møller
Carsten Nielsen Sofie
Pedersen Schack Torsten
Sandbæk Ulla
Søndergaard Søren
Hummelgaard Peter Thomsen
Orla Østerby
Johannes Kahrs
Dieter Janecek
Bär Dorothee
Kelber Ulrich
Schummer Uwe
Konstantin Notz Von
Sebastian Steineke
Klingbeil Lars
Schipanski Tankred
Lazar Monika
Gabriele Hiller-Ohm
Esken Saskia
Künast Renate
Nouripour Omid
Movassat Niema
Pau Petra
Andreas Nick
Grosse-Brömer Michael
Eva Högl
Kaufmann Stefan
Kiesewetter Roderich
Göring-Eckardt Katrin
Altmaier Peter
Erwin Rüddel
Rößner Tabea
Lemke Steffi
Andrej Hunko
Bülow Marco
Dörner Katja
Rix Sönke
Petra Sitte
Patrick Schnieder
Deligöz Ekin
Beate Walter-Rosenheimer
Marco Wanderwitz
Griese Kerstin
Michael Roth
Hitschler Thomas
Britta Haßelmann
Frank Schwabe
Liebich Stefan
Klein-Schmeink Maria
Christian Hirte
Jarzombek Thomas
Gutting Olav
Beate Müller-Gemmeke
Johannes Steiniger
Heike Hänsel
Leidig Sabine
Ebner Harald
Annen Niels
Kotting-Uhl Sylvia
Kathrin Vogler
Jens Spahn
Martina Renner
Irene Mihalic
Achim Post
Jens Koeppen
Jürgen Trittin
Katja Kipping
Nissen Ulli
Lindner Tobias
Bas Bärbel
Florian Pronold
Christian Lange
Marlene Mortler
Heil Hubertus
Brantner Franziska
Hardt Jürgen
Birkwald Matthias W.
Nadine Schön
Dehm Diether
Buchholz Christine
Kai Wegner
Oppermann Thomas
Kühn Stephan
Gabi Weber
Bilger Steffen
Michael Thews
Hauer Matthias
Gröhe Hermann
Jutta Krellmann
Hartmann Sebastian
Sorge Tino
Carsten Schneider
Andreas Rimkus
Bartol Sören
Ute Vogt
Dennis Rohde
Anja Weisgerber
Cansel Kiziltepe
Kirsten Tackmann
Beermann Maik
Dröge Katharina
Harbarth Stephan
Andreae Kerstin
Kaczmarek Oliver
Gesine Lötzsch
Kruse Rüdiger
Kekeritz Uwe
Daniela Kolbe
Armin Schuster
Schwartze Stefan
Katrin Werner
Heil Mechthild
Frank Steffel
Hauptmann Mark
Hakverdi Metin
Müller Stefan
Martin Rosemann
Christian Kühn
Schulz Swen
Brehmer Heike
Frank Heinrich
Fuchtel Hans-Joachim
Kerstin Tack
Brinkhaus Ralph
Gebhart Thomas
Jan-Marco Luczak
Sahra Wagenknecht
Jan Metzler
Hilde Mattheis
Friedrich Ostendorff
Ingo Wellenreuther
Kurth Markus
Gabriele Katzmarek
Dieter Ernst Rossmann
Oellers Wilfried
Heider Matthias
Corinna Rüffer
Kühne Roy
Bärbel Kofler
Gastel Matthias
Gero Storjohann
Dagmar Schmidt
Andrea Lindholz
Klein Volkmar
Burkert Martin
Arno Klare
Behrens Manfred
Marcus Weinberg
Karsten Möring
Katja Leikert
Jana Schimke
Florian Post
Mahmut Özdemir
Günter Krings
Gabriela Heinrich
Rüthrich Susann
Beyer Peter
Florian Oßner
Pantel Sylvia
Lange Ulrich
Anette Kramme
Durz Hansjörg
Mittag Susanne
Anton Hofreiter
Der Leyen Ursula Von
Bareiß Thomas
Fritz Güntzler
Launert Silke
Andreas Lenz
Magwas Yvonne
Schäuble Wolfgang
Stefinger Wolfgang
Marian Wendt
Kai Whittaker
Annette Widmann-Mauz
Jens Zimmermann
